Evento,Titulo,Gratuito,Hora,Distrito,Barrio,Codigo,Longitud,Latitud,Tipo,Tipo1,Tipo2
11732776,Gregorio Moya,1,20:30,LATINA,PUERTA DEL ANGEL,28011,-3.725711256326908,40.41294142675344,contenido/actividades/Musica/Flamenco,Musica,Flamenco
11732772,Ricardo Fernández del Moral,1,20:30,LATINA,PUERTA DEL ANGEL,28011,-3.725711256326908,40.41294142675344,contenido/actividades/Musica/Flamenco,Musica,Flamenco
11732780,Fernando Canela,1,20:30,LATINA,PUERTA DEL ANGEL,28011,-3.725711256326908,40.41294142675344,contenido/actividades/Musica/Flamenco,Musica,Flamenco
11662648,'El juego de los objetivos de desarrollo sostenible',1,12:00,SALAMANCA,RECOLETOS,28001,-3.6825349481985135,40.42682615950744,contenido/actividades/1ciudad21distritos,1ciudad21distritos,
11688172,Taller de Freestyle (Salamanca),1,17:00,SALAMANCA,RECOLETOS,28001,-3.6825349481985135,40.42682615950744,contenido/actividades/1ciudad21distritos,1ciudad21distritos,
11692695,Viajeros del mañana (Salamanca),0,17:00,SALAMANCA,RECOLETOS,28001,-3.6825349481985135,40.42682615950744,contenido/actividades/1ciudad21distritos,1ciudad21distritos,
11714170,Historias de Madrid,1,,SAN BLAS-CANILLEJAS,REJAS,28022,-3.572741163820915,40.446818592300296,contenido/actividades/Exposiciones,Exposiciones,
11718600,Exposición de pintura de Eduardo Mezquida,1,,SAN BLAS-CANILLEJAS,REJAS,28022,-3.5980969888187397,40.44842892576264,contenido/actividades/Exposiciones,Exposiciones,
11718612,Exposición de pintura de José Antonio Martinez Porras,1,,SAN BLAS-CANILLEJAS,REJAS,28022,-3.572741163820915,40.446818592300296,contenido/actividades/Exposiciones,Exposiciones,
11720568,Tardes dulces: postre rápido,1,19:00,CHAMBERI,RIOS ROSAS,28003,-3.703467785151993,40.44661949643803,contenido/actividades/CineActividadesAudiovisuales,CineActividadesAudiovisuales,
11344258,Chambéate,1,16:00,CHAMBERI,RIOS ROSAS,28003,-3.703467785151993,40.44661949643803,contenido/actividades/CineActividadesAudiovisuales,CineActividadesAudiovisuales,
11726259,Una mirada contemporanea,0,08:30,SAN BLAS-CANILLEJAS,ROSAS,28022,-3.610566231192745,40.43329162597362,contenido/actividades/Exposiciones,Exposiciones,
11734813,Toma de contacto desde cero con el uso de un ordenador,1,10:00,SAN BLAS-CANILLEJAS,ROSAS,28022,-3.610566231192745,40.43329162597362,contenido/actividades/CursosTalleres,CursosTalleres,
11724794,Godzilla VS Kong,1,22:30,USERA,SAN FERMIN,28041,-3.6914252404682895,40.379565707685856,contenido/actividades/CineActividadesAudiovisuales,CineActividadesAudiovisuales,
11712520,¡Cine de Verano en familia!,1,12:00,USERA,SAN FERMIN,28041,-3.692742821990015,40.3711623444796,contenido/actividades/CineActividadesAudiovisuales,CineActividadesAudiovisuales,
11709060,Ludoteca,1,18:00,USERA,SAN FERMIN,28041,-3.692742821990015,40.3711623444796,contenido/actividades/CursosTalleres,CursosTalleres,
11704884,'Poesía eres tú somos todos',1,19:00,USERA,SAN FERMIN,28041,-3.692742821990015,40.3711623444796,contenido/actividades/ConferenciasColoquios,ConferenciasColoquios,
11694234,XXXVII Muestra del Libro Infantil y Juvenil,1,,USERA,SAN FERMIN,28041,-3.692742821990015,40.3711623444796,contenido/actividades/Exposiciones,Exposiciones,
11724798,Los Croods 2,1,22:30,USERA,SAN FERMIN,28041,-3.6914252404682895,40.379565707685856,contenido/actividades/CineActividadesAudiovisuales,CineActividadesAudiovisuales,
11732665,Cuentacuentos en el jardín,1,10:30,USERA,SAN FERMIN,28041,-3.692742821990015,40.3711623444796,contenido/actividades/CuentacuentosTiteresMarionetas,CuentacuentosTiteresMarionetas,
11732867,El mejor pádel llega en septiembre a la Caja Mágica,0,,USERA,SAN FERMIN,28041,-3.685252060454517,40.36907980843444,contenido/actividades/ActividadesDeportivas,ActividadesDeportivas,
11507581,Sanando en red: sanación colectiva frente a la violencia machista,1,,CARABANCHEL,SAN ISIDRO,28019,-3.721622686264932,40.395326406887946,contenido/actividades/Exposiciones,Exposiciones,
11688233,Taller de emociones a través del rap (Ciudad Lineal),1,12:00,CIUDAD LINEAL,SAN JUAN BAUTISTA,28043,-3.6580402287911937,40.45224737965276,contenido/actividades/1ciudad21distritos,1ciudad21distritos,
11720760,Orgullo de Valientes. Exposición fotográfica,1,10:00,CIUDAD LINEAL,SAN PASCUAL,28027,-3.6534806246311913,40.442311100791215,contenido/actividades/Exposiciones,Exposiciones,
11675424,Grupo de búsqueda de empleo para mujeres mayores de 52 años,1,11:00,CIUDAD LINEAL,SAN PASCUAL,28027,-3.6534806246311913,40.442311100791215,contenido/actividades/CursosTalleres,CursosTalleres,
11591790,Ari Tavares - Villa de Vallecas,1,20:00,VILLA DE VALLECAS,SANTA EUGENIA,28031,-3.616901585603186,40.37953682427198,contenido/actividades/1ciudad21distritos,1ciudad21distritos,
11663780,MELINDRES DE CIA. KAZO,1,19:00,VILLA DE VALLECAS,SANTA EUGENIA,28031,-3.616901585603186,40.37953682427198,contenido/actividades/DanzaBaile,DanzaBaile,
11593905,Taller de Beatbox - Villa de Vallecas,1,11:00,VILLA DE VALLECAS,SANTA EUGENIA,28031,-3.616901585603186,40.37953682427198,contenido/actividades/1ciudad21distritos,1ciudad21distritos,
11663822,Taller de teatro,1,18:00,VILLA DE VALLECAS,SANTA EUGENIA,28031,-3.616901585603186,40.37953682427198,contenido/actividades/DanzaBaile,DanzaBaile,
11568063,Sanando en red. Laboratorio fotográfico para la sanación colectiva frente a la violencia machista,1,,BARAJAS,TIMON,28042,-3.592395079190456,40.47365910497536,contenido/actividades/Exposiciones,Exposiciones,
11724432,Exposición: 'Las puertas de Yuendumu: arte aborigen australiano',1,08:30,CENTRO,UNIVERSIDAD,28015,-3.7105999955473625,40.42738668300474,contenido/actividades/Exposiciones,Exposiciones,
11725093,Veranos de la Villa,0,,CENTRO,UNIVERSIDAD,28015,-3.710182353581842,40.42802889001877,contenido/actividades/ProgramacionDestacadaAgendaCultura,ProgramacionDestacadaAgendaCultura,
11727278,Madrid sigue siendo barrio,1,11:00,CENTRO,UNIVERSIDAD,28015,-3.710240346719518,40.427938443518215,contenido/actividades/CursosTalleres,CursosTalleres,
11726044,Rüdiger Safranski 'La dicha del conocimiento y la pérdida de las buenas razones',0,19:30,CENTRO,UNIVERSIDAD,28015,-3.710182353581842,40.42802889001877,contenido/actividades/ConferenciasColoquios,ConferenciasColoquios,
11723015,Una voz / Una imagen,0,,CENTRO,UNIVERSIDAD,28015,-3.710182353581842,40.42802889001877,contenido/actividades/ProgramacionDestacadaAgendaCultura,ProgramacionDestacadaAgendaCultura,
11727208,Madrid sigue siendo barrio,1,11:00,CENTRO,UNIVERSIDAD,28015,-3.710240346719518,40.427938443518215,contenido/actividades/CursosTalleres,CursosTalleres,
11727268,Madrid sigue siendo barrio,1,11:00,CENTRO,UNIVERSIDAD,28015,-3.710240346719518,40.427938443518215,contenido/actividades/CursosTalleres,CursosTalleres,
11727160,Madrid sigue siendo barrio,1,11:00,CENTRO,UNIVERSIDAD,28015,-3.710240346719518,40.427938443518215,contenido/actividades/CursosTalleres,CursosTalleres,
11723009,Roger Bernat. Dormifestación,0,,CENTRO,UNIVERSIDAD,28015,-3.710182353581842,40.42802889001877,contenido/actividades/ProgramacionDestacadaAgendaCultura,ProgramacionDestacadaAgendaCultura,
11727271,Madrid sigue siendo barrio,1,11:00,CENTRO,UNIVERSIDAD,28015,-3.710240346719518,40.427938443518215,contenido/actividades/CursosTalleres,CursosTalleres,
11684054,"Madrid, capital cultural. Un recorrido por carteles madrileños (1880-1980)",1,12:00,CENTRO,UNIVERSIDAD,28015,-3.7116123357920814,40.425879483969005,contenido/actividades/Exposiciones,Exposiciones,
11559587,Portadas míticas del pop/rock (de los 60 a los 80),1,,CENTRO,UNIVERSIDAD,28015,-3.7106116887809817,40.42737760210632,contenido/actividades/Exposiciones,Exposiciones,
11509120,PENSAMIENTO,0,,CENTRO,UNIVERSIDAD,28015,-3.710182353581842,40.42802889001877,contenido/actividades/ConferenciasColoquios,ConferenciasColoquios,
11723394,Rocío Márquez y Bronquio,0,20:30,CENTRO,UNIVERSIDAD,28015,-3.710182353581842,40.42802889001877,contenido/actividades/ProgramacionDestacadaAgendaCultura,ProgramacionDestacadaAgendaCultura,
11707241,Concierto extraordinario 22 de julio - Veranos de la Villa,1,21:30,CENTRO,UNIVERSIDAD,28015,-3.710182353581842,40.42802889001877,contenido/actividades/Musica,Musica,
11723048,Laboratorio artístico Escuela de invierno 2022/2023,0,,CENTRO,UNIVERSIDAD,28015,-3.710182353581842,40.42802889001877,contenido/actividades/ProgramacionDestacadaAgendaCultura,ProgramacionDestacadaAgendaCultura,
11580079,Elii (Oficina de Arquitectura) Machanguitos,0,,CENTRO,UNIVERSIDAD,28015,-3.710182353581842,40.42802889001877,contenido/actividades/ProgramacionDestacadaAgendaCultura,ProgramacionDestacadaAgendaCultura,
11726296,Festival Blam !!! 2022,0,20:00,CENTRO,UNIVERSIDAD,28015,-3.710182353581842,40.42802889001877,contenido/actividades/ProgramacionDestacadaAgendaCultura,ProgramacionDestacadaAgendaCultura,
11723012,Dora García. El bicho,0,,CENTRO,UNIVERSIDAD,28015,-3.710182353581842,40.42802889001877,contenido/actividades/ProgramacionDestacadaAgendaCultura,ProgramacionDestacadaAgendaCultura,
11707134,Los Vinil[o]s de Plásticos y Decibelios. La colección de Julián Ruiz,1,,CENTRO,UNIVERSIDAD,28015,-3.7116123357920814,40.425879483969005,contenido/actividades/Exposiciones,Exposiciones,
11433457,La pequeña bruja,1,22:00,FUENCARRAL-EL PARDO,VALVERDE,28034,-3.686124420025077,40.50021894773631,contenido/actividades/ActividadesCalleArteUrbano,ActividadesCalleArteUrbano,
11433462,Tom y Jerry,1,22:00,FUENCARRAL-EL PARDO,VALVERDE,28050,-3.675782908871657,40.50811764218944,contenido/actividades/ActividadesCalleArteUrbano,ActividadesCalleArteUrbano,
11433465,A todo tren destino Asturias,1,22:00,FUENCARRAL-EL PARDO,VALVERDE,28050,-3.675782908871657,40.50811764218944,contenido/actividades/ActividadesCalleArteUrbano,ActividadesCalleArteUrbano,
11591354,Biblioteca: Una habitación propia,1,10:00,FUENCARRAL-EL PARDO,VALVERDE,28034,-3.691637963321912,40.49120609425076,contenido/actividades/ClubesLectura,ClubesLectura,
10956107,Campamento Urbano CEIP Josep Tarradellas segunda quincena,1,,FUENCARRAL-EL PARDO,VALVERDE,28050,-3.670452271301756,40.50973426099199,contenido/actividades/Campamentos,Campamentos,
11704321,"Campamento Urbano CSC Valverde, segunda quincena",1,,FUENCARRAL-EL PARDO,VALVERDE,28034,-3.688007025609376,40.49504564211655,contenido/actividades/Campamentos,Campamentos,
11433172,El Gran Showman,1,22:00,FUENCARRAL-EL PARDO,VALVERDE,28034,-3.684471539316277,40.483895554775785,contenido/actividades/ActividadesCalleArteUrbano,ActividadesCalleArteUrbano,
11725208,Exposición retrospectiva de pintura,1,,FUENCARRAL-EL PARDO,VALVERDE,28034,-3.688007025609376,40.49504564211655,contenido/actividades/Exposiciones,Exposiciones,
11453163,Exposición 'Sanando en red: sanación colectiva frente a la violencia machista',1,,FUENCARRAL-EL PARDO,VALVERDE,28034,-3.691637963321912,40.49120609425076,contenido/actividades/Exposiciones,Exposiciones,
11433179,Un amigo extraordinario,1,22:00,FUENCARRAL-EL PARDO,VALVERDE,28034,-3.684471539316277,40.483895554775785,contenido/actividades/ActividadesCalleArteUrbano,ActividadesCalleArteUrbano,
11433174,La boda de Rosa,1,22:00,FUENCARRAL-EL PARDO,VALVERDE,28034,-3.684471539316277,40.483895554775785,contenido/actividades/ActividadesCalleArteUrbano,ActividadesCalleArteUrbano,
11457658,La gallina Turuleca,1,22:00,FUENCARRAL-EL PARDO,VALVERDE,28034,-3.684471539316277,40.483895554775785,contenido/actividades/ActividadesCalleArteUrbano,ActividadesCalleArteUrbano,
11433464,La La Land,1,22:00,FUENCARRAL-EL PARDO,VALVERDE,28050,-3.675782908871657,40.50811764218944,contenido/actividades/ActividadesCalleArteUrbano,ActividadesCalleArteUrbano,
11433459,La vida es bella,1,22:00,FUENCARRAL-EL PARDO,VALVERDE,28034,-3.686124420025077,40.50021894773631,contenido/actividades/ActividadesCalleArteUrbano,ActividadesCalleArteUrbano,
11433463,Los Goonies,1,22:00,FUENCARRAL-EL PARDO,VALVERDE,28050,-3.675782908871657,40.50811764218944,contenido/actividades/ActividadesCalleArteUrbano,ActividadesCalleArteUrbano,
7153670,Oficina de información juvenil,1,12:00,FUENCARRAL-EL PARDO,VALVERDE,28034,-3.690634208120328,40.49231828430878,contenido/actividades/Fiestas,Fiestas,
11433452,Peter Rabbit 2 a la fuga,1,22:00,FUENCARRAL-EL PARDO,VALVERDE,28034,-3.686124420025077,40.50021894773631,contenido/actividades/ActividadesCalleArteUrbano,ActividadesCalleArteUrbano,
11433176,La casa del reloj en la pared,1,22:00,FUENCARRAL-EL PARDO,VALVERDE,28034,-3.684471539316277,40.483895554775785,contenido/actividades/ActividadesCalleArteUrbano,ActividadesCalleArteUrbano,
11433458,Érase una vez,1,22:00,FUENCARRAL-EL PARDO,VALVERDE,28034,-3.686124420025077,40.50021894773631,contenido/actividades/ActividadesCalleArteUrbano,ActividadesCalleArteUrbano,
11660368,¿Cómo se llaman las niñas flamencas? - Ciudad Lineal,1,12:00,CIUDAD LINEAL,VENTAS,28017,-3.6504253324201104,40.42447060804354,contenido/actividades/DanzaBaile,DanzaBaile,
11660378,Muerdo - Moratalaz,1,19:00,MORATALAZ,VINATEROS,28030,-3.646536107063507,40.40609591857167,contenido/actividades/1ciudad21distritos,1ciudad21distritos,
